keywords,logged,source,event_id,task_category
Audit Success,3/18/2026 5:10,Microsoft Windows security,4624,Logon
Audit Success,3/16/2026 22:23,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 22:45,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 0:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 1:00,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 12:51,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 9:16,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 7:23,Microsoft Windows security,4624,Logon
Audit Success,3/16/2026 23:37,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:10,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 18:05,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 21:05,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 0:31,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 11:44,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 22:55,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 12:49,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 21:46,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 16:14,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 21:18,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 15:48,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 11:52,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:54,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 19:34,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 0:55,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/15/2026 9:11,Microsoft Windows security,4624,Logon
Audit Success,3/18/2026 21:42,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 11:25,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 1:28,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 10:12,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 12:30,Microsoft Windows security,4624,Logon
Audit Success,3/16/2026 22:22,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 17:45,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 2:45,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 13:01,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 16:49,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 22:39,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 21:46,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 2:50,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 10:53,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 22:44,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 11:31,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 22:44,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 1:29,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 16:32,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 0:32,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:37,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 23:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 10:53,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 9:41,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 4:04,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:56,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 22:20,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:33,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 0:42,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 21:17,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 0:15,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 1:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 0:32,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 4:28,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:10,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 23:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 12:00,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:18,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 11:57,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 11:24,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 1:03,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:37,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/14/2026 17:52,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 1:12,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/14/2026 17:57,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 10:19,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 2:03,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 13:46,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 1:45,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 21:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 13:22,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 13:36,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 11:49,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 9:56,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:12,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:18,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 9:07,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 16:33,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 16:23,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 22:38,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 23:55,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 21:35,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:57,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 21:16,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 13:01,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 21:06,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:41,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 22:20,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 2:38,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 15:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 2:58,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 11:44,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 11:58,Microsoft Windows security,4624,Logon
Audit Success,3/17/2026 5:07,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 9:46,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 9:48,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 16:57,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 12:07,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 15:31,Microsoft Windows security,4624,Logon
Audit Success,3/19/2026 9:16,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 22:26,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 3:54,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 16:23,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 18:41,Microsoft Windows security,4624,Logon
Audit Success,3/18/2026 21:03,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:54,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:49,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/16/2026 12:46,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 1:53,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 3:42,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 22:57,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:47,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/16/2026 18:41,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 12:16,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 12:15,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 14:24,Microsoft Windows security,4624,Logon
Audit Success,3/17/2026 16:23,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 3:42,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 5:47,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 9:57,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/14/2026 20:20,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 13:08,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 2:05,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 14:24,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 2:00,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 21:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 17:38,Microsoft Windows security,4624,Logon
Audit Success,3/19/2026 11:49,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 12:07,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 0:34,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 1:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:18,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 11:49,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:57,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 10:12,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 13:03,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 9:54,Microsoft Windows security,4624,Logon
Audit Success,3/16/2026 0:38,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 10:19,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 11:51,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 2:09,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 10:13,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:36,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/21/2026 0:05,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/15/2026 16:06,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 15:20,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 0:31,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 20:20,Microsoft Windows security,4624,Logon
Audit Success,3/19/2026 21:05,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/14/2026 3:53,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 16:33,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 15:42,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 20:20,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 13:08,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 2:26,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 12:48,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/16/2026 22:40,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 10:21,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 5:08,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:56,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 8:26,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 0:58,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 1:47,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 11:22,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 10:49,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 15:40,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 17:19,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 10:12,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 9:19,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 14:48,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 14:16,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 20:20,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/15/2026 18:59,Microsoft Windows security,4624,Logon
Audit Success,3/17/2026 3:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 10:10,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/14/2026 3:43,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 0:36,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/16/2026 22:23,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 1:08,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 2:13,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:02,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 14:51,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 16:18,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 10:07,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 15:34,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 0:56,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 13:28,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 4:05,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 11:44,Microsoft-Windows-Security-Auditing,5379,User Account Management
