event_id,logged,level,user,log_name,opcode,task_category,computer,keyword
4648,2026-04-24 08:11:31,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:11:31,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:11:20,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:11:19,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 08:11:18,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 08:11:18,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:11:07,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:10:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:10:03,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:09:42,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:09:21,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:08:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:08:40,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:08:07,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:07:02,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:07:01,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:07:00,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:06:57,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 08:06:57,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 08:06:57,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:06:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:06:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:06:28,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:06:07,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:05:46,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:04:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:04:14,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:03:27,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:03:17,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:02:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 08:02:54,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 08:02:54,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:02:16,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:02:15,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:01:59,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:01:17,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:01:15,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:01:14,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:01:12,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 08:01:11,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 08:01:11,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 08:01:11,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:00:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:00:25,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 08:00:04,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:58:56,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:57:39,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:57:18,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:56:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:55:02,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:54:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:54:12,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:53:30,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:52:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:52:22,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:51:05,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:50:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:50:46,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:50:25,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:50:04,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:49:43,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:49:19,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:49:17,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:49:14,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:48:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:48:09,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:48:05,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:47:54,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:47:54,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:47:43,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:47:42,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4634,2026-04-24 07:47:35,Audit Success,,Security,Info,Logoff,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:47:35,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:47:35,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4648,2026-04-24 07:47:35,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:47:35,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:47:14,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:47:13,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:47:13,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:47:10,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:47:10,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:47:10,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:46:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:46:22,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:46:04,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:46:03,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:46:03,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:45:52,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:44:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4799,2026-04-24 07:44:30,Audit Success,,Security,Info,A security-enabled local group membership was enumerated.,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:44:25,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:44:25,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:43:58,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:43:37,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:43:16,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:42:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:42:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:42:33,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:42:05,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:41:12,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:41:11,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:40:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:40:49,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:40:28,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:39:58,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:38:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:38:22,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:38:16,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:37:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:37:33,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:36:55,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:36:55,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:36:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:36:37,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:36:16,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:35:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:34:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:34:29,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:34:07,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:33:52,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:32:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:32:54,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:32:54,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:31:40,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:31:19,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:30:55,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:30:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:30:48,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:30:01,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:28:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:28:44,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:28:23,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:27:50,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:26:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:26:35,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:26:14,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4634,2026-04-24 07:26:04,Audit Success,,Security,Info,Logoff,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:26:04,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:26:04,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4648,2026-04-24 07:26:04,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:26:03,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:25:43,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:25:42,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:25:42,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:25:33,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:24:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:24:31,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:22:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:22:45,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:22:40,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:22:23,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:22:19,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:22:19,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:22:14,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:22:02,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:21:38,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:20:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:19:53,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:19:32,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4799,2026-04-24 07:19:15,Audit Success,,Security,Info,A security-enabled local group membership was enumerated.,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:19:10,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:19:10,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:19:05,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:18:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:18:40,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:17:54,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:17:54,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:16:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:16:05,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:15:44,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:15:23,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:14:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:13:15,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:12:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:12:51,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:12:30,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:11:46,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:10:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:10:45,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:10:24,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:10:03,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:09:42,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:09:19,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:08:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:08:46,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:08:45,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:08:41,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:08:41,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:08:41,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:08:40,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:08:29,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
5379,2026-04-24 07:08:28,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:08:00,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:07:39,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:07:18,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:06:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:06:53,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:05:37,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:05:15,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:04:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:04:35,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:04:03,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:03:24,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:03:23,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:03:02,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:03:02,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4634,2026-04-24 07:03:01,Audit Success,,Security,Info,Logoff,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:03:01,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:03:01,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4648,2026-04-24 07:03:01,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:03:01,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:02:54,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 07:02:53,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 07:02:53,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 07:02:53,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 06:59:21,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 06:58:38,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 06:58:06,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4672,2026-04-24 06:57:44,Audit Success,,Security,Info,Special Logon,DESKTOP-8LN1BLF,Audit Success
4624,2026-04-24 06:57:44,Audit Success,,Security,Info,Logon,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 06:57:20,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 06:56:59,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 06:56:38,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
4798,2026-04-24 06:56:06,Audit Success,,Security,Info,User Account Management,DESKTOP-8LN1BLF,Audit Success
